task,trial,path,default_idx,safe_low_idx,safe_high_idx,safe_width,safe_width_fraction,near_contained,exact_contained,matched_near_rate,matched_oracle_rate,safe_gain,full_gain,matched_best_gain,safe_minus_matched_gain,default_test_nrmse,safe_best_test_nrmse,full_best_test_nrmse,support_range,spectral_radius_range
controlled_d20_white_plus_distractor,2,temperature,6,5,7,3,0.23076923076923078,0,0,0.2727272727272727,0.2727272727272727,0.025719822783402235,0.03547358460763106,0.019882966437818193,0.005836856345584042,0.9665254812124534,0.9408056584290512,0.9310518966048223,55.184193039950806,0.3570076917617726
controlled_d20_white_plus_distractor,2,gain,11,11,11,1,0.07692307692307693,0,0,0.15384615384615385,0.07692307692307693,0.0,0.01730468474258906,-0.0034910569463513915,0.0034910569463513915,0.974835090585416,0.974835090585416,0.9575304058428269,6.800604523959919e-11,1.6132661127961323
controlled_d20_white_plus_distractor,2,leak,1,1,1,1,0.07692307692307693,1,1,0.07692307692307693,0.07692307692307693,0.0,0.0,-0.3060787487134062,0.3060787487134062,0.5587677454629407,0.5587677454629407,0.5587677454629407,0.0,0.0
controlled_d20_white_plus_distractor,2,sparsity,1,0,1,2,0.15384615384615385,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.01655667369397784,0.01655667369397784,0.9471574426341764,0.9471574426341764,0.9471574426341764,57.999999996495426,0.1383783247481959
controlled_d20_white_plus_distractor,3,temperature,0,0,0,1,0.07692307692307693,0,0,0.07692307692307693,0.07692307692307693,0.0,0.023788944825890335,-0.021855667028789914,0.021855667028789914,0.9013134042581753,0.9013134042581753,0.877524459432285,55.27826637397668,0.19179127036241128
controlled_d20_white_plus_distractor,3,gain,11,11,12,2,0.15384615384615385,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.06307527749077568,0.06307527749077568,0.8243041684124675,0.8243041684124675,0.8243041684124675,6.839684374426724e-11,1.4873283133603183
controlled_d20_white_plus_distractor,3,leak,2,1,3,3,0.23076923076923078,1,1,0.2727272727272727,0.2727272727272727,0.0,0.0,-0.1685939446209283,0.1685939446209283,0.48367718788878294,0.48367718788878294,0.48367718788878294,0.0,0.0
controlled_d20_white_plus_distractor,3,sparsity,1,1,1,1,0.07692307692307693,0,0,0.07692307692307693,0.07692307692307693,0.0,0.03133476572623661,-0.011920294457600037,0.011920294457600037,0.8990590834318223,0.8990590834318223,0.8677243177055857,57.999999996495426,0.18790253890980702
memory_d10,0,temperature,0,0,0,1,0.07692307692307693,1,1,0.15384615384615385,0.07692307692307693,0.0,0.0,-0.04829367212505535,0.04829367212505535,0.7983752605511838,0.7983752605511838,0.7983752605511838,55.28390003194053,0.1229588493870658
memory_d10,0,gain,8,7,9,3,0.23076923076923078,1,1,0.5454545454545454,0.2727272727272727,0.003977395976378029,0.003977395976378029,-0.060621319714775426,0.06459871569115345,0.8180887395193311,0.8141113435429531,0.8141113435429531,6.781419870094396e-11,1.4876989764180666
memory_d10,0,leak,11,11,12,2,0.15384615384615385,1,1,0.5,0.08333333333333333,0.001484347816606002,0.001484347816606002,-0.021777783087521863,0.023262130904127865,0.8552144525452157,0.8537301047286097,0.8537301047286097,0.0,0.0
memory_d10,0,sparsity,5,5,5,1,0.07692307692307693,1,1,0.07692307692307693,0.07692307692307693,0.0,0.0,-0.08954443718899673,0.08954443718899673,0.7120419717184109,0.7120419717184109,0.7120419717184109,57.999999996495426,0.11120269081632084
memory_d10,1,temperature,2,1,3,3,0.23076923076923078,1,1,0.36363636363636365,0.2727272727272727,0.0,0.0,-0.04790768148424616,0.04790768148424616,0.699534952683491,0.699534952683491,0.699534952683491,55.20211758762425,0.07234558352104381
memory_d10,1,gain,7,7,8,2,0.15384615384615385,1,1,0.3333333333333333,0.16666666666666666,0.0,0.0,-0.1067936726759799,0.1067936726759799,0.7790784693055429,0.7790784693055429,0.7790784693055429,6.743761105099111e-11,1.5309538048713034
memory_d10,1,leak,10,10,11,2,0.15384615384615385,1,1,0.16666666666666666,0.16666666666666666,0.022988478695613712,0.022988478695613712,-0.050984531501170126,0.07397301019678384,0.8111633195129995,0.7881748408173858,0.7881748408173858,0.0,0.0
memory_d10,1,sparsity,5,5,5,1,0.07692307692307693,0,0,0.07692307692307693,0.07692307692307693,0.0,0.03618823745802957,-0.039559719017055794,0.039559719017055794,0.7348017115144636,0.7348017115144636,0.698613474056434,57.999999996495426,0.2075177561474535
