config,N,K,task,trial,point_idx,tau,val_nrmse,test_nrmse,val_score,test_score
N60_K13_baseline,60,13,narma10,3,10,1.864539985982451,0.7211523409255943,0.7573108307406855,-0.7211523409255943,-0.7573108307406855
N60_K13_baseline,60,13,narma10,3,11,2.554582148011408,0.7114590382286228,0.7283420824234726,-0.7114590382286228,-0.7283420824234726
N60_K13_baseline,60,13,narma10,3,12,3.5,0.6938566945200005,0.7103955551493729,-0.6938566945200005,-0.7103955551493729
N60_K13_baseline,60,13,lorenz_x,0,0,0.07999999999999999,0.02761698548984422,0.02340201643596612,-0.02761698548984422,-0.02340201643596612
N60_K13_baseline,60,13,lorenz_x,0,1,0.1096069665318704,0.02566025652113739,0.023611780075625123,-0.02566025652113739,-0.023611780075625123
N60_K13_baseline,60,13,lorenz_x,0,2,0.15017108890398193,0.07735976039666786,0.03336761290231225,-0.07735976039666786,-0.03336761290231225
N60_K13_baseline,60,13,lorenz_x,0,3,0.20574746894441603,0.0764149912321387,0.03604473258583977,-0.0764149912321387,-0.03604473258583977
N60_K13_baseline,60,13,lorenz_x,0,4,0.28189194928259564,0.053050297896966914,0.03273506943971234,-0.053050297896966914,-0.03273506943971234
N60_K13_baseline,60,13,lorenz_x,0,5,0.38621651813276453,0.02406405903034608,0.021546372676907417,-0.02406405903034608,-0.021546372676907417
N60_K13_baseline,60,13,lorenz_x,0,6,0.529150262212918,0.012693985444945837,0.01563046622059489,-0.012693985444945837,-0.01563046622059489
N60_K13_baseline,60,13,lorenz_x,0,7,0.7249819385087718,0.013291999547739736,0.02044018803318197,-0.013291999547739736,-0.02044018803318197
N60_K13_baseline,60,13,lorenz_x,0,8,0.9932883883792685,0.016379052006112473,0.022768461852833814,-0.016379052006112473,-0.022768461852833814
N60_K13_baseline,60,13,lorenz_x,0,9,1.3608915892697748,0.02687480893030287,0.023178742494970685,-0.02687480893030287,-0.023178742494970685
N60_K13_baseline,60,13,lorenz_x,0,10,1.864539985982451,0.019593801679268955,0.021573427545011143,-0.019593801679268955,-0.021573427545011143
N60_K13_baseline,60,13,lorenz_x,0,11,2.554582148011408,0.02530675104948767,0.026028120942128648,-0.02530675104948767,-0.026028120942128648
N60_K13_baseline,60,13,lorenz_x,0,12,3.5,0.028718152892564016,0.03632356383902707,-0.028718152892564016,-0.03632356383902707
N60_K13_baseline,60,13,lorenz_x,1,0,0.07999999999999999,0.0067795327083825935,0.008032595188134973,-0.0067795327083825935,-0.008032595188134973
N60_K13_baseline,60,13,lorenz_x,1,1,0.1096069665318704,0.006091930341091629,0.01056140628490669,-0.006091930341091629,-0.01056140628490669
N60_K13_baseline,60,13,lorenz_x,1,2,0.15017108890398193,0.005650187082287914,0.010533878009688332,-0.005650187082287914,-0.010533878009688332
N60_K13_baseline,60,13,lorenz_x,1,3,0.20574746894441603,0.007334735242960663,0.009425598447462203,-0.007334735242960663,-0.009425598447462203
N60_K13_baseline,60,13,lorenz_x,1,4,0.28189194928259564,0.008737984874451741,0.010202152315591007,-0.008737984874451741,-0.010202152315591007
N60_K13_baseline,60,13,lorenz_x,1,5,0.38621651813276453,0.008951028007406724,0.010835313544434877,-0.008951028007406724,-0.010835313544434877
N60_K13_baseline,60,13,lorenz_x,1,6,0.529150262212918,0.00890073593570511,0.010661328130919412,-0.00890073593570511,-0.010661328130919412
N60_K13_baseline,60,13,lorenz_x,1,7,0.7249819385087718,0.009260061263741941,0.01400279244365233,-0.009260061263741941,-0.01400279244365233
N60_K13_baseline,60,13,lorenz_x,1,8,0.9932883883792685,0.007780979378755268,0.01670371897988637,-0.007780979378755268,-0.01670371897988637
N60_K13_baseline,60,13,lorenz_x,1,9,1.3608915892697748,0.007499023280610678,0.018945535182355526,-0.007499023280610678,-0.018945535182355526
N60_K13_baseline,60,13,lorenz_x,1,10,1.864539985982451,0.006802412322835062,0.020496924122244603,-0.006802412322835062,-0.020496924122244603
N60_K13_baseline,60,13,lorenz_x,1,11,2.554582148011408,0.008531154695385058,0.011599536783345552,-0.008531154695385058,-0.011599536783345552
N60_K13_baseline,60,13,lorenz_x,1,12,3.5,0.00715930865471058,0.011429065556473994,-0.00715930865471058,-0.011429065556473994
N60_K13_baseline,60,13,lorenz_x,2,0,0.07999999999999999,0.02335325872170248,0.10459235472241846,-0.02335325872170248,-0.10459235472241846
N60_K13_baseline,60,13,lorenz_x,2,1,0.1096069665318704,0.019943462073053062,0.08744139978030743,-0.019943462073053062,-0.08744139978030743
N60_K13_baseline,60,13,lorenz_x,2,2,0.15017108890398193,0.020406910264669936,0.05010425671913199,-0.020406910264669936,-0.05010425671913199
N60_K13_baseline,60,13,lorenz_x,2,3,0.20574746894441603,0.026518919461816313,0.062147639319832186,-0.026518919461816313,-0.062147639319832186
N60_K13_baseline,60,13,lorenz_x,2,4,0.28189194928259564,0.03133402583164054,0.12082023965108615,-0.03133402583164054,-0.12082023965108615
N60_K13_baseline,60,13,lorenz_x,2,5,0.38621651813276453,0.037638837140159066,0.14522589186965534,-0.037638837140159066,-0.14522589186965534
